z153yi8,u5erb551yo,vbi5ustafos,v1sves1l,nj8d1js6mly,zw9u23wfoat,bslnykoygnx,ixet0uzuuoh,bcqe6tdkash,gnyebdyjsq,laedo3e,u3onbs8utn,910alza9eq,qvwwq8qe00,ykri3z1g,gds8lo,zy5q4ch85,snbu4rj,y02zr8iy,oep16bl,hvh8c4,fqs6141,vrhnlr48,v0zfxgo3xh8,47scottr,98nwv2,m8b70rwh
mc_ID_8424,"Single Male with three children, education: partial high school working as management",70K+,"Bread from Baked Goods department, Ordered Brand : Modell",data: 14.972,13.5184,1.4535999999999998,yes,['Coffee Bar'],Price Slashers,Supermarket,3.78 M,1.8522 M,1234.78,1970.94,440.92,293.8,402.6054,_juquitlba,SP ,-23.931406546387684,-47.07199584429756,ibitinga,SP,?,measure: -48.83154737836604,5.0
mc_ID_8425,"Married Female with five children, education: high school degree working as professional",130K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Bird Call",20.9317,16.4256,4.5061,yes,[],Price Destroyers,supErmaRkET,8.28 M,4.14 M,2047.49,2811.99,457.36,306.41,325.6198,CONTAGEM,MG,-19.9795017642867,-44.04060172131555,maringa,PR,-23.437975269077903,-51.91385959802448,3.0
mc_ID_8427,"SINGLE MALE WITH THREE CHILDREN, EDUCATION: BACHELORS DEGREE WORKING AS PROFESSIONAL",50K+,"Meat from Meat department, Ordered Brand : Quick",30.3801,25.874,4.5061,yes,['Florist'],Super Savers,Supermarket,7.83 M,2.5839 M,1320.15,2192.32,523.32,,338.6948,cuiaba,MT_,-15.584669512986082,-56.10089206079052,santa barb@ra d´oeste, SP,-22.760477687572443,-47.41281121951772,5.0
mc_ID_8428,"Married Female with two children, education: partial high school working as skilled manual",10K+,"Dairy from Dairy department, Ordered Brand : Even Better",10.0879,-5.7272,4.36 kg,yes,"['Coffee Bar', 'Video Store', 'Ready Food', 'Bar For Salad', 'Florist']",Price Cutters,Deluxe_,14.44 M,7.0756 M,1525.28,2152.11,373.1,249.11,measure: 642.0871,sao paulo,SP,-23.54029910297761,data: -46.55267675214958,1bitinga,SP,-21.7664768468313,-48.83154737836604,1.0
mc_ID_8429,"Single Male with one child, education: partial college working as clerical",30 Thousand,"Canned Soup from Canned Foods department, Ordered Brand : Better",,16.1349,,yes,"['Ready Food', 'Bar For Salad', 'Florist', 'Video Store', 'Coffee Bar']",,Deluxe,2.3 M,0.828 M,,2148.92,375.1,248.79,642.0871,crixas,GO,-14.542288259818111,-49.97393540908738,sao paulo,5P,measure: -23.537511255832708,-46.63705730743676,2.0
mc_ID_8430,"Single Female with one child, education: partial high school working as skilled manual",10K+,"Paper Products from Household department, Ordered Brand : Sunset",-0.1,16134.90 grams,,yes,"['Video Store', 'Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",,Gourmet,3.5 M,1.295 M,1422.95,2200.69,465.54,310.3,555.2168,BELFORD ROXO,RJ,val: -22.73147710873097,val: -43.4210063873832,sao paulo,Sp,-23.59539756425642,-46.55163738273989,data: 5.0
mc_ID_8431,"Single Female with five children, education: high school degree working as skilled manual",30K+,"Canned Soup from Canned Foods department, Ordered Brand : Better",-23.2575,,,yes,[],Sales Days,Supermarket,2.52 M,1.2348 M,2048.64,2816.01,457.36,304.91,610.5502,duque 	de 	caxias,RJ,-22.79218198940565,data: -43.29815559556441,sao paulo,SP,-23.61411790980433,data: -46.60034800222169,2.0
mc_ID_8433,"Married Female with four children, education: high school degree working as skilled manual",30K+,"Dairy from Dairy department, Ordered Brand : Even Better",17.8792,measure: nan,,no,[],Two for One,SUPERMARKET,"8.64 ,000,000",3.024 M,2046.75,2816.43,,304.91,300.8296,rio de janeiro,RJ ,-22.88650136386977,-43.26883386620703,sao paulu,SP,-23.62615314929649,-46.74691974117254,2.0
mc_ID_8434,"Single Female with one child, education: bachelors degree working as professional",130K+,"Specialty from Produce department, Ordered Brand : Hermanos",25.2925,22.24,3.052500000000002,yes,"['Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad', 'Ready Food']",Super Duper Savers,Deluxe,13.56 M,5.6952 M,1523.11,2145.81,373.1,249.09,266.73,duque de caxias,rj,-22.60208424358124,-43.283087713268166,sao paulo,SP,-23.57714001165677,-46.48276229003407,4.0
mc_ID_8435,"Single Female with three children, education: bachelors degree working as management",50K+,"Snack Foods from Snack Foods department, Ordered Brand : Fast",12.2393,9.3321,2.9072,yes,[],Tip Top Savings,Supermarket,€12.7M,4.488 M,2049.72,2812.8,457.36,304.91,557.8318,Sao Paulo,SP,amount: -23.57467050043269,val: -46.73328224562872,"barueri
",SP,-23.491791912543025,-46.94733309700014,5.0
mc_ID_8437,"Single Female with one child, education: bachelors degree working as management",50K+,"Dairy from Dairy department, Ordered Brand : Even Better",,7.8785,,yes,"['Ready Food', 'Bar For Salad']",Green Light Special,Supermarket,8.07 M,3.8736 M,2265.9,3688.25,853.22,566.96,val: 643.3946,SAO PAULO,SP,-23.575139177299555,-46.54103782670819,franca,SP,-20.54822779974972,-47.395897060007975,4.0
mc_ID_8438,"Single Male with four children, education: partial high school working as skilled manual",10K+,"Snack Foods from Snack Foods department, Ordered Brand : Fast",29.2172,-24.8564,4.360799999999998,no,"['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Video Store']",You Save Days,Gourmet,7.26 M,3.3396 M,1427.1,2200.69,465.54,310.3,val: 689.3663,JUAZEIRO_,B@,-9.41607599375542,-40.49660607987629,belo horizonte,MG,-19.907108245080448,data: -43.91966546502971,4.0
mc_ID_8439,"Married Female with four kids, education: bachelors degree working as professional.",50K+,"Dairy from Dairy department, Ordered Brand : Club",,11.5415,data: nan,no,"['Video Store', 'Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",,Deluxe,11.85 M,5.0955 M,,,481.98,321.48,416.2557,maua,5P,-23.656676689970634,measure: -46.44420755410021,BoItUvA,SP,-23.279657630556585,-47.6618565754143,5.0
mc_ID_8442,"Married Female wiht four children, education: partial High School working as skilled manual",10K+,"Vegetables from Produce department, Ordered Brand : High Top",27.1822,,,no,"['Coffee Bar', 'Bar For Salad', 'Florist', 'Video Store', 'Ready Food']",Dimes Off,,$6.69 M,2.1408 M,2036.96,2840.0,483.98,321.26,550.6144,sao bernardo do campo,SP,-23.693028139881143,val: -46.54695362280001,CURITIBA,PR,amount: -25.4727349417162,-49.30563836747645,5.0
mc_ID_8443,"Single Female with four children, education: high school degree working as professional",150K+,"Paper Products from Household department, Ordered Brand : Denny",30.6708,-27.7636,2.9072,no,"['Ready Food', 'Bar For Salad']",Full Free,Supermarket,5.37 M,2.2017 M,2265.9,3691.05,855.22,568.75,736.907,piracicaba,SP,-22.752261000000004,-47.62153799999999,iBiTINgA,sp,-21.7664768468313,-48.83154737836604,2.0
mc_ID_8446,"Married Female with three children, education: high school degree working as skilled manual",€25K+,"Cleaning Supplies from Household department, Ordered Brand : Sunset",,19.7689,,yes,[],,supermarket,9.76 M,4.392 M,1508.0,,227.8,,325.6721,extrema,MG_,-22.843339095273503,-46.320408988369685,franca,SP,-20.54822779974972,-47.395897060007975,5.0
mc_ID_8447,"Married Female with four children, education: partial high school working as skilled manual",10K+,"Dairy from Dairy department, Ordered Brand : Club",19.4781,16.4256,data: 3.052500000000002,no,"['Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar']",Two Day Sale,Deluxe,2.96 M,0.888 M,2055.29,3144.86,,436.09,542.0895,FlOrIANoPoLiS,SC,-27.58657286234056,-48.578813680679794,botucatu, SP ,val: -22.86981926481748,-48.45696374622915,data: 3.0
mc_ID_8449,"Married Female with four children, education: bachelors degree working as professional",50K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products",18.7513,14.376,4.375300000000001,no,"['Bar For Salad', 'Ready Food']",Save Price,Supermarket,4.52 M,1.4916 M,2446.81,3230.15,470.27,313.55,val: 406.4756,sao paulo,sp,-23.680098,-46.78833855164511,araraquara,SP,-21.812698026371937,-48.15183966694556,5.0
mc_ID_8450,"Married Male with one child, education: bachelors degree working as professional",30K+ annually,"Jams and Jellies from Baking Goods department, Ordered Brand : Landslide",16.8617,15.4081,1.45 kg,yes,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store', 'Florist']",Price Slashers,Deluxe,7.14 M,2.3562 M,1734.5,2572.86,503.07,335.38,282.9953,nova iguacu,RJ,-22.768443000000005,-43.43539725,UBERLANDIA,MG,-18.88799909186912,-48.260014632667776,4.0
mc_ID_8451,"Single Male with two children, education: high school degree working as skilled manual",50K+,"Dairy from Dairy department, Ordered Brand : Carlson",12.6608,9.7536,val: 2.9072,yes,"['Ready Food', 'Bar For Salad']",Sales Days,Supermarket,3.64 M,1.1648 M,2266.28,3684.55,853.22,569.13,327.9733,SaO PaulO,SP,-23.650484175688145,-46.73618254579033,sao paulo,SP,-23.541941545934563,data: -46.49095488842404,5.0
mc_ID_8452,Married Male with four children / education: bachelors degree working as professional,Income: 70K+,"Dairy from Dairy department, Ordered Brand : Club",20.7864,,,yes,"['Bar For Salad', 'Coffee Bar', 'Florist', 'Video Store', 'Ready Food']",Price Smashers,,14.0 M,5.46 M,1525.28,2145.92,,248.79,499.2035,nova iguacu,RJ,-22.74068277605409,-43.49238614577107,itaQUaQueCEtuba,SP,-23.48262344063541,-46.37448952833195,2.0
mc_ID_8453,"Single Female with four children, education: partial high school working as skilled manual",50K+,"Carbonated Beverages from Beverages department, Ordered Brand : Excellent",,7.675,,yes,"['Bar For Salad', 'Coffee Bar', 'Florist', 'Ready Food']",,Gourmet,"3.93 ,000,000",1.8864 M,1562.73,2207.28,385.45,254.98,470.177,SAO PAULO,SP,-23.597850331669445,-46.68127270191584,Itaquaquecetuba,SP,val: -23.48262344063541,-46.37448952833195,3.0
mc_ID_8455,"Married Female with one child, education: bachelors degree working as professional",70K+,"Baking Goods from Baking Goods department, Ordered Brand : CDR",23.4028,,val: nan,yes,['Coffee Bar'],Price Slashers,,4.76 M,1.904 M,,,440.92,292.29,402.6054,sao paulo,SP,-23.70689244546711,-46.69166124271453,praia grande,SP,-24.026786758814687,-46.49304889148245,5.0
mc_ID_8456,"Single Male with three children, education: partial high school working as manual",10K+,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",,,amount: nan,no,"['Bar For Salad', 'Coffee Bar', 'Video Store', 'Ready Food', 'Florist']",Discount Frenzy,,2.76 M,0.9384 M,1424.85,2200.69,465.54,308.59,val: 555.2168,sao miguel do oeste,SC,val: -26.7286991677439,-53.51449582910278,joinville,Sc,-26.287890550358416,-48.778370341304736,3.0
mc_ID_8457,"Single Female with one child, education: bachelors degree working as professional",50K+,"Pain Relievers from Health and Hygiene department, Ordered Brand : Faux Products",40.06 lbs,-15.2627,2.907199999999998,no,['Coffee Bar'],Two Day Sale,Supermarket,"7.96 ,000,000",3.98 M,,1970.94,442.92,293.95,477.3944,Rio De Janeiro,RJ,-22.95379584124873,-43.18465490536092,Sao Jose Dos Campos,SP,-23.23724961587513,-45.88082955926476,amount: 5.0
mc_ID_8458,"Married Female with three children, education: partial college working as management",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",val: nan,25.7286,,no,"['Video Store', 'Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",,Delux3,8.13 M,3.6585 M,1525.28,2143.13,373.1,248.79,722.6814,rio de janeiro,RJ,-22.98474248211083,-43.19586486663974,"sao jose dos campos
",SP,-23.221431461827063,-45.888163895493165,5.0
mc_ID_8459,"Married Male with two children, education: HS degree working as skilled manual",30K+,"Electrical from Household department, Ordered Brand : High Quality",31.3976,29.944,1.4536000000000016,no,['Coffee Bar'],Two Day Sale,sUpErMArKET,10.53 M,4.9491 M,,1970.94,440.92,293.95,477.3944,caxias do sul,RS,amount: -29.178365921096788,-51.17747690331007,jaragua do sul,SC,-26.491731442148883,-49.07562289508913,3.0
mc_ID_8461,"Married Male with three children, education: high school degree working as manual",30K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Steady",,29.2172,,no,['Coffee Bar'],Sale Winners,small grocery,2.24 M,0.896 M,2069.04,2616.6,330.83,220.55,measure: 564.9446,TEOFIL0 OTONI,mg,val: -17.851690337506167,-41.49361034261445,Marimga,PR,-23.377396999935016,-51.93100618003307,5.0
mc_ID_8462,"Married Male with two children, education: bachelors degree working as professional",50K+,"Bread from Baked Goods department, Ordered Brand : Great",12.4282,8.0674,4.360800000000001,yes,"['Ready Food', 'Bar For Salad']",Coupon Spectacular,Supermarket,10.08 M,3.3264 M,2265.9,3687.88,853.22,,val: 269.1881,januaria,MG,-15.485938887533464,amount: -44.36666830665413,sao paulo,SP,-23.50869470774424,-46.48672956633388,5.0
mc_ID_8463,"Single Male with three children, education: partial high school working as manual",10K+,"Dairy from Dairy department, Ordered Brand : Even Better",,7.8785,,yes,"['Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist', 'Ready Food']",Price Smashers,Deluxe,8.07 M,3.1473 M,1525.15,2147.17,373.1,248.79,499.2035,tapiramuta,BA,-11.84964670773523,-40.792174146132375,SAO PAULO,SP,-23.58359782304825,-46.50714769338705,measure: 5.0
mc_ID_8464,"married female with three children, education: graduate degree working as professional",$90K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products",12.0212,val: 9.114,2.9072,yes,[],Tip Top Savings,Supermarket,2.96 M,1.0064 M,2049.25,2811.99,457.36,304.01,val: 557.8318,Colombo ,Pr,val: -25.374464853535592,-49.19726615035309,caskavel,PR,-24.961400882504734,amount: -53.45816618100577,1.0
mc_ID_8465,"Married Male with four children, education: high school degree working as manual",30K+,"Paper Products from Household department, Ordered Brand : Red Wing",23.4028,19.0421,4.360699999999998,no,"['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",Saving Days,Deluxe,€4.6M,2.0672 M,2055.29,3141.51,,435.22,352.0313,tubarao,SC,-28.481289999999944,-49.00400999999994,SAO PAULO,SP,data: -23.50751845268047,-46.6174707485429,5.0
mc_ID_8466,"Married Female with three children, education: partial high school working as skilled manual",10K+,"Specialty from Produce department, Ordered Brand : Hermanos",18.0246,measure: 13.6492,4.375399999999999,yes,"['Video Store', 'Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",Roller Savings (High) ,Gourmet,5.94 M,2.0196 M,1424.85,,465.54,310.3,532.6232,bonfinopolis de minas,MG,-16.564400117713785,-45.98198595939098,b0mbinhas,###,-27.14294161449014,-48.50728684609616,amount: 1.0
mc_ID_8467,"Single Male with two children, education: bachelors degree working as professional",50K+,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",13.5329,9.1722,4.3607,no,"['Florist', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",Weekend Discount,goUrmEt,5.02 M,2.259 M,1564.46,2206.62,385.45,257.97,470.177,guaruja,sP,-24.014614278217262,-46.274569798459225,Petr0Polis,RJ,-22.549033360244323,-43.210094724044055,2.0
mc_ID_8471,Married Female with No children + education: partial high school working as professional,150K+,"Kitchen Products from Household department, Ordered Brand : Red Wing",measure: nan,7.297,,yes,[],,Supermarket,5.16 M,1.6512 M,1623.48,2192.37,341.05,227.33,353.7049,jundiai,SP,-23.190172576172973,-46.891633311270105,teresopolis,Rj,amount: -22.428725888669057,amount: -42.97556752642736,5.0
mc_ID_8473,"Single Male with four children, education: high school degree working as skilled manual",30K or more,"Miscellaneous from Checkout department, Ordered Brand : Akron",11.9776,9.0559,2.9217000000000013,no,['Florist'],Weekend Discount,Supermarket,"5.22 ,000,000",2.349 M,1320.15,2192.32,523.32,348.85,data: 279.1251,belo horizonte,MG,-19.94244782041672,val: -43.91448426755726,mogi das cruzes,SP,amount: -23.512628393866617,-46.15269778088044,data: 1.0
mc_ID_8475,Married Female with three children | education: bachelors degree working as professional,70K+,"Electrical from Household department, Ordered Brand : Sunset",,-0.1,amount: nan,yes,[],You Save Days,SUPERMARKET,5.73 M,2.2347 M,1510.45,1887.7,227.8,151.9,565.9906,curitiba,PR,-25.43328294393789,measure: -49.28042347446478,brasilia,DF,-15.840667480274698,-48.051942900348365,5.0
mc_ID_8476,"Married Female with three children, education: bachelors degree working as professional",-999,"Kitchen Products from Household department, Ordered Brand : Denny",20.0596,15.6988,4360.80 grams,yes,"['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food', 'Video Store']",Save It (Sale),_Gourmet,8.55 M,3.3345 M,1424.85,2201.72,465.54,312.07,427.7617,braganca paulista,SP,-22.970773875382307,-46.54923643658029,sao paul0,SP,val: -23.59272363197529,-46.6315844403312,5.0
mc_ID_8477,"Married Female with three children, education: bachelors degree working as professional",Income: 70K+,"Bread from Baked Goods department, Ordered Brand : Fantastic",15.4081,12.5009,2.9072,no,[],Saving Days,Supermarket,€4.0M,1.8135 M,,1891.19,227.8,151.9,619.0228,porto alegre,Rs,val: -30.03215040714993,-51.2325516998384, Curitiba,5P,-25.491606559524563,-49.28283748666978,5.0
mc_ID_8479,"Single  Male  with  four  children,  education:  partial  high  school  working  as  skilled  manual",10K+,"Fruit from Produce department, Ordered Brand : Ebony",28.0543,23.5482,4.5061,yes,"['Ready Food', 'Bar For Salad', 'Florist', 'Coffee Bar']",GLD,Gourmet,6.33 M,2.2155 M,1564.86,2204.86,385.45,256.97,396.2248,Sao Paulo,	SP,-23.53152002775692,-46.66820714862372,curitiba,pR,-25.464029318048183,amount: -49.30472794690424,5.0
mc_ID_8480,"Single Male with No children, education: partial High School working as manual",10K+,"Vegetables from Frozen Foods department, Ordered Brand : Imagine",20.0596,-15.6988,-4.360799999999999,yes,[],Budget Bargains,Supermarket,11.56 M,3.6992 M,1626.41,2191.86,341.05,228.26,623.7298,arapoti,_PR,-24.14445524984864,measure: -49.817933542923306,piracicaba,5P,-22.726257875353635,-47.63781138952056,4.0
mc_ID_8481,"MARRIED MALE WITH TWO KIDREN, EDUCATION: BACHELORS DEGREE WORKING AS MANAGEMENT",70000,"Pizza from Frozen Foods department, Ordered Brand : Imagine",24.5657,21.5132,3.0524999999999984,yes,['Coffee Bar'],Weekend Discount,Supermarket,1.71 M,0.5643 M,1236.07,1970.94,440.92,293.95,364.1649,passo fundo,R$,-28.246010663976687,-52.38356841481704,foz do iguacu,Pr,-25.548584861815545,-54.58121020316589,1.0
