Unnamed: 0,personDescription,min._yearly_income_info,data_customer_order,grossWeight,netWeight,is_recyclable?_field,additional_features_in_market_measure,PN,SK,store_sales,SC,GA,Store Area,field_frozen_area,field_meat_area,metric_cost,customer_city,CUS56,customer_lat,var_customer_lng,field_seller_city,seller_state,seller_lat_metric,seller_lng,REV54
mc_ID_4860,"Single Female with two kidren, education: bachelor'ss degree working as professional",€76K+,"Hygiene from Health and Hygiene department, Ordered Brand : Faux Products",29.944,27.0368,yes,"['Bar For Salad', 'Coffee Bar', 'Video Store', 'Ready Food', 'Florist']",Lottery Cash Registerion,Deluxe,1.3 Millions,0.442 Millions,1734.52,2568.98,503.07,334.53,313.0678,franca ,SP,-20.53193450696372,data: -47.399446711253766,sAO pAuLo,sP,-23.44502299500596,-46.70898743370049,5.0
mc_ID_4861,"Married Male with No children, education: high school degree working as skilled manual",Income: 30K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Hilltop",amount: 27.0368,53.20 lbs,yes,"['Florist', 'Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",Promo Big,,10.65Ms,3.5145 Millions,1871.16,2861.13,593.93,395.95,data: 578.2288,maceio,A1,-9.656441569634511,val: -35.71199490093108,sao paulu,SP,-23.45852627699232,amount: -46.62665931349181,1.0
mc_ID_4862,SINGLE  FEMALE  WITH  THREE  CHILDREN;  EDUCATION:  HIGH  SCHOOL  DEGREE  WORKING  AS  MANUAL,30000,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",20.9317,17.8792,no,"['Florist', 'Video Store', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",Money Savers,DELuxE,$8.1 Millions,3.402 Millions,,2861.96,593.93,395.32,measure: 343.611,salvador,BA,-12.899295938010422,-38.41756761729419,florianopolis,5p,-27.58917099140166,-48.579840372323886,5.0
mc_ID_4864,"Single Female with five children, education: high school degree working as professional",€76K+,"Paper Products from Household department, Ordered Brand : Cormorant",30.6708,amount: 29.2172,yes,"['Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad', 'Ready Food']",Go For It,Deluxe,4.48 Millions,1.9712 Millions,2038.11,2841.75,483.98,321.26,455.3761,iNDaiaTUbA,SP,-23.089034640573622,-47.21441923786709,toledo,PR,-24.71858536767589,-53.76181706327768,5.0
mc_ID_4865,"Married Female with four children, education: partial high school working as skilled manual",10K or more,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",27472.90 grams,24.4204,yes,"['Florist', 'Coffee Bar']",,mid-size,6.4 Millions,2.432 Millions,2551.4,3196.96,389.54,261.02,308.6746,birigui,Sp ,-21.30207124709913,-50.34447517254305,ribeirao preto,5P,-21.197994153181128,-47.779317275572765,5.0
mc_ID_4866,"Married Male with three children, education: batchelors degree working as management",70 Thousand,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",26.8915,25.4379,no,"['Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",Super Savers,deluxe,8.84 Millions,4.0664 Millions,2055.29,3143.1,654.13,436.09,373.9973,sao paulo,5P,-23.45886783036675,-46.58574627053405,sao pAulO,"SP
",-23.537511255832708,-46.63705730743676,5.0
mc_ID_4869,"married male with three childran, education: partial high school working as manual",30K+,"Baking Goods from Baking Goods department, Ordered Brand : Super",-0.1,-12.5009,no,[],Promo Big,$upermarket ,,2.352 Millions,2049.72,2814.18,457.36,304.91,515.2596,"ouro preto
",MG,-20.38523748903572,-43.50551302553521,"sao paulo
",SP,measure: -23.50271592062436,-46.48299647362806,5.0
mc_ID_4870,"Married Female with two children, education: bachelors degree working as professional",50K+,"Dairy from Dairy department, Ordered Brand : Gorilla",12.8788,9.9571,yes,"['Bar For Salad', 'Florist', 'Video Store', 'Ready Food', 'Coffee Bar']",Money Savers,Deluxe_,6.58 Millions,2.961 Millions,1525.28,2143.91,373.1,248.79,560.656,Vila Velha,3S,-20.33579451826222,val: -40.29815848246219,"sao paulo
",$P,-23.53968594087948,measure: -46.54635608021235,4.0
mc_ID_4871,"Single Male with one child, education: graduate degree working as professional",150K+,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",29.0719,val: nan,no,[],You Save Days,,4.77 Millions,2.2896 Millions,1509.91,1889.02,227.8,151.95,565.9906,SAO BERNARDO DO CAMPO,SP,-23.70734747994644,-46.56687389064575,beBeDouRO,5P,-20.928623885001464,data: -48.49299639722605,5.0
mc_ID_4872,"Married Male with three children, education: partial high school working as manual",10K+,"Magazines from Periodicals department, Ordered Brand : Excel",30.5255,27.6183,no,"['Ready Food', 'Bar For Salad', 'Florist', 'Coffee Bar']",,Deluxe,$1.1 Millions,0.462 Millions,2055.29,3142.73,656.13,436.09,$500.72,rio de janeiro,rj,-22.984848450458767,-43.20073414542106,Sao Peulo,SP,-23.693985995008337,measure: -46.70188324132953,4.0
mc_ID_4873,"Married Female with one child, education: high school degree working as skilled manual",30K+,"Meat from Deli department, Ordered Brand : Moms",16.4256,14.972,yes,[],Budget Bargains,	Mid-Size,2.98 Millions,1.0728 Millions,2085.67,3392.44,783.64,522.49,546.0643,brasilia,_DF,-15.83961825701954,-48.037775007437,maringa,PR,-23.42880633856904,-51.97183135000928,data: 2.0
mc_ID_4874,"Single Male with four children, education: graduate degree working as professional",70K+,"Frozen Desserts from Frozen Foods department, Ordered Brand : Carrington",21.3678,measure: 18.3153,yes,[],Two for One,Supermarket,2.07 Millions,0.7452 Millions,2049.72,2815.22,457.36,304.91,300.8296,Braganca Paulista,SP,-22.970773875382307,-46.54923643658029,caxies do sul, RS,-29.173493709674137,-51.15643225763195,5.0
mc_ID_4875,"Single Male with one child, education: bachelors degree working as professional",50K+,"Hot Beverages from Beverages department, Ordered Brand : Super",27.4729,data: 24.4204,no,['Coffee Bar'],Sale Sale Sale,,8.58 Millions,3.0888 Millions,1236.07,1970.94,440.92,293.13,473.7334,SanTa lUzia,MG,-19.77005546013857,-43.85146163162795,manaus,AM,-3.135622682551676,-60.02346887512107,amount: 1.0
mc_ID_4876,"Married Female with two children, education: bachelors degree working as professional",50K+,"Cold Remedies from Health and Hygiene department, Ordered Brand : Faux Products",-13.7946,10.8729,yes,[],Two Day Sale,Supermarket,6.2 Millions,2.046 Millions,1623.48,2189.38,341.05,228.17,383.2021,$ERRA,ES,-20.063898299038893,-40.1903344361432,descalvado,SP,measure: -21.915727706969644,-47.62033250569028,4.0
mc_ID_4880,"Married Female with four children, education: partial high school working as skilled manual",10K+,"Paper Products from Household department, Ordered Brand : Denny",12.9951,10.0734,yes,"['Ready Food', 'Bar For Salad', 'Video Store', 'Coffee Bar', 'Florist']",Big Time Discounts,Deluxe,15.8 Millions,7.268 Millions,2035.86,2845.32,481.98,321.26,328.1302,ilheus,B4,-14.820535612979878,-39.03132950572518,Limeira,SP,-22.564590914796,-47.40315315223038,4.0
mc_ID_4881,"Married Male with four children,education: bachelors degree working as management",50k,"Cold Remedies from Health and Hygiene department, Ordered Brand : Faux Products",13.7946,10.8729,yes,"['Coffee Bar', 'Video Store', 'Bar For Salad', 'Ready Food', 'Florist']",Go For It,Deluxe,6.2 Millions,2.17 Millions,2038.11,2841.35,481.98,322.84,data: 455.3761,uberlandia,MG ,-18.91595976602804,data: -48.278974174995646,piracanjub4,GO,-17.303533209194768,-49.02125605030914,amount: 5.0
mc_ID_4882,"Single Male with No children, education: bachelors degree working as professional",130K+,"Carbonated Beverages from Beverages department, Ordered Brand : Washington",,val: nan,yes,"['Video Store', 'Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",,,$7.83 Millions,3.132 Millions,1427.33,2196.72,467.54,309.49,350.9853,Sao Paulo,_sp,-23.45903597238433,-46.623704148839465,SAO PAULO,SP,-23.53321650340715,-46.50046729003948,5.0
mc_ID_4884,"Single Female with five children, education: bachelors degree working as management, Single Female with five children",10K+,"Plastic Products from Household department, Ordered Brand : Cormorant",24.8564,23.4028,yes,['Florist'],You Save Days,SUPERMARKET,$5.36 Millions,2.5728 Millions,1320.15,2193.46,523.32,348.85,measure: 689.3663,brasilia,	DF,-15.603870928539797,-47.65641954215455,5UMARE,SP,-22.828654864562257,-47.267296160568925,5.0
mc_ID_4886,"Married Male with one child, education: bachelors degree working as professional",70K+,"Vegetables from Produce department, Ordered Brand : High Top",,9.4629,yes,"['Ready Food', 'Bar For Salad']",,SUP3RMARKET,10.35 Millions,3.933 Millions,2448.37,3236.78,470.27,313.55,501.9754,cAscavEL_,CE,-4.123006726243445,-38.24515186603778,atibaia,SP,-23.112774381969185,amount: -46.5488845105504,5.0
mc_ID_4887,"Married Male with three children, education: partial high school working as manual",30K+,"Cleaning Supplies from Household department, Ordered Brand : Denny",,10.7421,no,[],,Supermarket,12.3 Millions,3.69 Millions,2048.4,2808.31,457.36,303.19,amount: 467.4051,florianopolis, sc ,-27.68775442656832,-48.48827427364544,sao paulo,,-23.693985995008337,-46.70188324132953,5.0
mc_ID_4889,"Married Male with four kidren, education: partial high school working as skilled manual",10K+,"Dairy from Dairy department, Ordered Brand : Carlson",,27.3275,yes,[],,Mid-Size,3.96 Millions,1.3068 Millions,2086.49,3395.57,783.64,522.49,509.0882,RIO DE JANEIRO,RJ,-22.88527356174625,-43.55370888481736,tres rios,RJ,-22.114931849301893,-43.20418377871129,5.0
mc_ID_4890,Married Male with one kid; education: bachelors degree working as professional,150K+,"Magazines from Periodicals department, Ordered Brand : Excel",28.6358,27.1822,yes,"['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist', 'Video Store']",Sale : Double Down,Deluxe,10.86 Millions,4.6698 Millions,1523.88,2146.18,373.1,,278.2883,INDAIATUBA,SP,-23.068418877604,-47.23637230197927,sao paulo,SP,-23.547159576461446,-46.64989460560333,5.0
mc_ID_4891,"Married Male with No children, education: high school degree working as manual",50000,"Cold Remedies from Health and Hygiene department, Ordered Brand : Consolidated",15.99 kg,amount: nan,no,[],Save Price,,€5.6M,2.1024 Millions,1508.0,1888.05,227.8,152.63,325.6721,tamarana,PR,-23.730114746625127,-51.09424573397643,ribeirao prato,SP,-21.174925033585303,-47.7686162776848,amount: 1.0
mc_ID_4892,"Married Female with four children, education: bachelors degree working as management",50K or more,"Frozen Entrees from Frozen Foods department, Ordered Brand : Big Time",15.8442,12.9224,yes,[],Go For It,SUPERMARKET,15.64 Millions,5.1612 Millions,1508.0,,229.8,151.9,350.4623,unknown,sP,-20.54822779974972,amount: -47.395897060007975,cascavel,PR,-24.966371460470743,-53.46488320191585,5.0
mc_ID_4893,"Married Female with three children, education: bachelors degree working as professional",70K+ annually,"Canned Shrimp from Canned Foods department, Ordered Brand : Better",12.4282,9.521,no,[],Two for One,Mid-Size,4.6 Millions,1.564 Millions,2822.51,3565.84,447.7,300.36,646.5849,betim,MG,measure: -19.94861206494891,-44.16252047002138,ferrez de vasconcelos,SP,-23.52145430890418,-46.37456588259565,3.0
mc_ID_4894,"Married Male with one child, education: partial high school working as management",130k,"Plastic Products from Household department, Ordered Brand : High Quality",29.3626,26.4554,yes,"['Video Store', 'Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",Go For It,"Deluxe
",5.85 Millions,2.106 Millions,2038.11,2841.35,481.98,321.26,455.3761,cabedelo,Pb,-7.03751888381577,-34.84250243675925,belo horizonte_,mg,-19.91624655709342,-43.93623364096637,5.0
mc_ID_4897,"Married Female with No children, education: partial high school working as skilled manual",$10K+,"Drinks from Beverages department, Ordered Brand : Skinner",,12.1956,yes,[],,Mid-Size,7.16 Millions,2.5776 Millions,2819.7,3567.61,447.7,296.61,777.2826,sao 	paulo,5P,-23.66897161033521,measure: -46.70251155358061,monte siao,MG,-22.42880507067007,-46.569550269431765,5.0
mc_ID_4898,"Single Female with three children, education: partial high school working as manual",10K+,"Dairy from Dairy department, Ordered Brand : Carlson",15.6988,14.2452,no,"['Video Store', 'Florist', 'Ready Food', 'Coffee Bar', 'Bar For Salad']",Sale : Double Down,Deluxe,11.91 Millions,4.764 Millions,1525.28,2147.17,373.1,248.79,746.3733,brasilia,DF,-15.810740000233778,-48.10509857551138,ribeirao preto,	5P,-21.17121748495008,data: -47.81941847157649,1.0
mc_ID_4901,"Married Male with one child, education: high school degree working as manual",30K or more,"Dairy from Dairy department, Ordered Brand : Even Better",31.6883,amount: 27.1822,yes,['Coffee Bar'],Pick Your Savings,SupeRMarKEt,13.16 Millions,4.7376 Millions,1237.7,1970.94,440.92,292.68,436.7573,cajam@r,5P,-23.410894778076816,-46.86669107437556,sao paulo,SP,-23.49592311073923,-46.66043045184373,5.0
mc_ID_4902,"Married Female with three children, education: high school degree working as professional",150000,"Vegetables from Produce department, Ordered Brand : High Top",28.3451,,yes,"['Video Store', 'Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",Green Light Special,,3.99 Millions,1.9551 Millions,1523.5,2147.17,373.1,248.54,507.9899,manaus,_AM,-3.0837886239252,-60.051231,belO HorIZONTE,MG,-19.88556770413756,-44.00816196779967,amount: 5.0
mc_ID_4907,"Married Male with three kidren, education: HS degree working as manual",30K or more,"Meat from Frozen Foods department, Ordered Brand : Imagine",14.4051,11.4834,yes,"['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food', 'Video Store']",Big Time Saving,Deluxe,"2.73 ,000,000illions",1.2831 Millions,1734.5,,503.07,335.38,279.5435,colombi4,Sp ,-20.179291836187755,...,sAnTUS,sp,-23.93465945090488,-46.331065142884974,amount: 4.0
mc_ID_4908,"Married Male with three children, education: partial high school working as manual",$10K+,"Eggs from Eggs department, Ordered Brand : Urban",61.85 lbs,881.91 oz,yes,"['Video Store', 'Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",Mystery Sale,gourmet,€4.0M,1.786 Millions,1424.85,2200.69,465.54,310.3,360.0332,SAnTa MariA DE JeTiba, ES,-20.02682950587204,-40.74280786938749,_sao paulo,SP,-23.58067325143878,-46.591568341608856,5.0
mc_ID_4909,"Married Male with two kids, education: partial high school working as skilled manual",30K+,"Baking Goods from Baking Goods department, Ordered Brand : Super",15.4081,12500.90 grams,no,['Coffee Bar'],Go For It, Small Grocery ,$1.6 Millions,0.528 Millions,2069.04,2621.05,330.83,,381.8946,rio das flores,rj,-22.15481536216779,-43.592772448519,paraiba do sul,RJ,-22.15235907980679,-43.2855197300483,4.0
mc_ID_4910,"Single Female with two kidren, education: graduate degree working as management",Income: 130K+,"Candy from Snacks department, Ordered Brand : Gulf Coast",,16.8617,no,"['Florist', 'Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",,deluxe,"11.0 ,000,000illions",4.4 Millions,1525.28,2147.1,373.1,248.79,318.3501,contagem,MG,-19.893454436332657,-44.03400171616229,alfemas,MG,-21.420179371992425,-45.959964474046224,4.0
mc_ID_4911,"Married Male with one child, education: bachelors degree working as management",70K+,"Bread from Baked Goods department, Ordered Brand : Sphinx",-1.0,23.4028,no,['Coffee Bar'],Two Day Sale,Supermarket,2.54 Millions,1.016 Millions,1236.07,1966.4,440.92,293.95,477.3944,$ENHORA  DE  OLIVEIRA,MG,-20.79574403002361,measure: -43.35360936986483,sao paulo,sp_,-23.59798552039933,-46.55547278711988,5.0
mc_ID_4914,"Married Male with three children, education: partial HS working as manual",10K+,"Carbonated Beverages from Beverages department, Ordered Brand : Fabulous",,-1.0,no,['Coffee Bar'],,,7.02 Millions,2.6676 Millions,1236.07,1970.94,,292.28,364.1649,SANTOs,$p,-23.97634046885608,data: -46.29781459892919,itaquaquecetuba,	sp,measure: -23.48262344063541,-46.37448952833195,2.0
mc_ID_4915,"Single Female with two kidren, education: partial high school working as skilled manual",30K+,"Fruit from Produce department, Ordered Brand : Hermanos",31.3976,27.0368,yes,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store', 'Florist']",,Deluxe,"11.6 ,000,000illions",5.452 Millions,1734.5,2572.86,503.07,335.38,282.9953,belo horlzonte,MG,-19.96962458174156,-43.9679218713716,porto alegre,RS,-30.00731246906908,-51.19422244408211,val: 5.0
mc_ID_4916,"Single Female with two kidren, education: partial HS working as skilled manual",10K+,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato",-1.0,,yes,"['Florist', 'Video Store', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",,,6.16 Millions,2.2792 Millions,1734.5,2572.86,503.07,335.38,662.2226,papucaia,RJ,-22.60154484327625,-42.74475853730089,ibiting@,SP,-21.7664768468313,-48.83154737836604,5.0
mc_ID_4917,"Married Male with one child, education: high school degree working as manual, education: high school degree working as manual",30K+,"Dairy from Dairy department, Ordered Brand : Booker",val: 10.8002,6.4249,no,"['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",Promo Big,Deluxe,2.68Ms,1.0184 Millions,2057.85,3145.51,654.13,434.5,267.3576,Guarulhos,_SP,-23.45043630283224,-46.56537341000341,I7Ajai,SC,data: -26.93582349025945,-48.62774700312716,5.0
mc_ID_4919,"Single Male with three children, education: bachelors degree working as management",Income: 70K+,"Dairy from Dairy department, Ordered Brand : Club",,-19.6235,yes,"['Bar For Salad', 'Ready Food']",,SupERmarKET,8.68Ms,3.9928 Millions,2265.9,3691.19,853.22,568.75,555.426,Piracicaba,Sp,-22.715110444918835,-47.645625352213,borda da mata,MG,-22.264093569966427,-46.15856420525942,5.0
mc_ID_4920,"Single Male with three children, education: high school degree working as skilled manual",$30K+,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",30.3801,28.7811,yes,"['Ready Food', 'Bar For Salad']",Mystery Sale,Supermarket,3.54 Millions,1.3098 Millions,2265.9,3690.87,855.22,568.75,444.3931,rebouca5,PR,-25.62456160218538,-50.69617321748903,$aopaulo,SP,-23.693985995008337,-46.70188324132953,data: 5.0
